Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad,NIT PROV NORM,FECHA NORM,URL COMPRA,,,,,,,,,Orden de Compra,Item
"2021,73879,Ejecutiva,Función Pública,ALCALDIA MANIZALES,Diana Constanza Mejia Grand,08/06/2021 00:00,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,131204,Ver Conjunto detalle,""140,073.00"",Emergencia COVID19,Manizales,No obligada,No Definido,900671732,1811,706,900671732,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73879,,,,,,,,,,"
"2020,56861,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Daniel Alvarez Tabares,10/21/2020 12:00:00 AM,Sumimas SAS,Emitida,100564,Ver Conjunto detalle,""5,949,497.00"",Emergencia COVID19,CARTAGENA DE INDIAS,Obligada,No Definido,8300013381,4649,438,830001338,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56861,,,,,,,,,,"
"2020,56862,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Daniel Alvarez Tabares,10/21/2020 12:00:00 AM,Marcela Alexandra Mesa,Emitida,100959,Ver Conjunto detalle,""38,468,660.00"",Emergencia COVID19,CARTAGENA DE INDIAS,Obligada,No Definido,52223268,7020,438,52223268,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56862,,,,,,,,,,"
"2020,56863,Ejecutiva,Defensa Nacional,BOLIVAR  POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Daniel Alvarez Tabares,10/21/2020 12:00:00 AM,Sumimas SAS,Emitida,100962,Ver Conjunto detalle,""57,757,598.00"",Emergencia COVID19,CARTAGENA DE INDIAS,Obligada,No Definido,8300013381,4649,438,830001338,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56863,,,,,,,,,,"
"2020,56872,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Luis Miguel Uribe Espinosa,10/21/2020 12:00:00 AM,Comercializadora de Tecnologia Maxmobile SAS,Emitida,101435,Ver Conjunto detalle,""6,910,000.00"",Emergencia COVID19,bogotá,Obligada,No Definido,900545692,4651,1,900545692,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56872,,,,,,,,,,"
"2020,56877,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,David Alfonso Munera Cavadia,10/21/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Emitida,101453,Ver Conjunto detalle,""5,513,401.00"",Emergencia COVID19,cartagena,No obligada,No Definido,900401081,2221,895,900401081,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56877,,,,,,,,,,"
"2020,56878,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,David Alfonso Munera Cavadia,10/21/2020 12:00:00 AM,INDUSTRIAS QUIMICAS Y MANTENIMIENTO QUIMANT SAS,Emitida,101471,Ver Conjunto detalle,""1,994,845.00"",Emergencia COVID19,cartagena,No obligada,No Definido,830108770,2029,895,830108770,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56878,,,,,,,,,,"
"2020,56874,Ejecutiva,No Aplica,ANTIOQUA  MUNICIPIO DE ITAGUI,Juan Camilo Bustamante Valencia,10/21/2020 12:00:00 AM,INDUHOTEL SAS,Cerrada,101457,Ver Conjunto detalle,""101,367,011.00"",Emergencia COVID19,Itagui,No obligada,No Definido,900300970,5511,2330,900300970,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56874,,,,,,,,,,"
"2020,56892,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  BUCARAMANGA,Dumar Leandro Archla Lopez,10/21/2020 12:00:00 AM,Marcela Alexandra Mesa,Cerrada,101530,Ver Conjunto detalle,""3,359,561.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,52223268,7020,680,52223268,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56892,,,,,,,,,,"
"2020,56898,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  BUCARAMANGA,Dumar Leandro  Archla Lopez,10/21/2020 12:00:00 AM,TIKKE SAS,Emitida,101557,Ver Conjunto detalle,""4,000,000.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,9003309573,1410,680,900330957,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56898,,,,,,,,,,"
"2020,56899,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,David Alfonso Munera Cavadia,10/21/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Emitida,101554,Ver Conjunto detalle,""5,513,401.00"",Emergencia COVID19,cartagena,No obligada,No Definido,900401081,2221,895,900401081,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56899,,,,,,,,,,"
"2020,56913,Ejecutiva,No Aplica,ANTIOQUA  MUNICIPIO DE ITAGUI,Juan Camilo Bustamante Valencia,10/21/2020 12:00:00 AM,Marcela Alexandra Mesa,Cerrada,101603,Ver Conjunto detalle,""77,480,634.00"",Emergencia COVID19,Itagui,No obligada,No Definido,52223268,7020,2330,52223268,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56913,,,,,,,,,,"
"2020,56915,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,10/21/2020 12:00:00 AM,JM GRUPO EMPRESARIAL SAS,Emitida,101591,Ver Conjunto detalle,""1,420,800.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,900353659,8230,432,900353659,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56915,,,,,,,,,,"
"2020,56923,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,10/21/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,101586,Ver Conjunto detalle,""3,267,000.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,900300970,5511,432,900300970,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56923,,,,,,,,,,"
"2020,56924,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,10/21/2020 12:00:00 AM,MARKETING STORE SAS,Emitida,101575,Ver Conjunto detalle,""11,233,005.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,9001413756,4610,432,900141375,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56924,,,,,,,,,,"
"2020,56925,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,10/21/2020 12:00:00 AM,TEKMEDICA SAS,Emitida,101583,Ver Conjunto detalle,""544,000.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,900932726,4669,432,900932726,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56925,,,,,,,,,,"
"2020,56926,Ejecutiva,Transporte,SANTANDERDIRECCIÓN DE TRÁNSITO Y TRANSPORTE DE FLORIDABLANCA,Eva del Pilar Plata Sarmiento,10/21/2020 12:00:00 AM,ELEVACON SAS,Emitida,101570,Ver Conjunto detalle,""563,755.00"",Emergencia COVID19,FLORIDABLANCA,No obligada,No Definido,9002928557,4663,1441,900292855,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56926,,,,,,,,,,"
"2020,56927,Ejecutiva,Transporte,SANTANDERDIRECCIÓN DE TRÁNSITO Y TRANSPORTE DE FLORIDABLANCA,Eva del Pilar Plata Sarmiento,10/21/2020 12:00:00 AM,PLASTICOS FENIX SAS,Emitida,101622,Ver Conjunto detalle,""52,183.00"",Emergencia COVID19,FLORIDABLANCA,No obligada,No Definido,8903076821,3240,1441,890307682,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56927,,,,,,,,,,"
"2020,56928,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  BUCARAMANGA,Dumar Leandro  Archla Lopez,10/21/2020 12:00:00 AM,Sumimas SAS,Emitida,101546,Ver Conjunto detalle,""2,447,800.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,8300013381,4649,680,830001338,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56928,,,,,,,,,,"
"2020,56930,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,DIGILED TECHNOLOGY SAS,Emitida,101480,Ver Conjunto detalle,""484,988.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,901104771,4669,257,901104771,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56930,,,,,,,,,,"
"2020,56931,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,Marcela Alexandra Mesa,Emitida,101510,Ver Conjunto detalle,""671,721.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,52223268,7020,257,52223268,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56931,,,,,,,,,,"
"2020,56932,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Emitida,101532,Ver Conjunto detalle,""288,172.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,900401081,2221,257,900401081,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56932,,,,,,,,,,"
"2020,56933,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,EUROCOSSET,Emitida,101536,Ver Conjunto detalle,""1,341,935.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,811032857,1410,257,811032857,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56933,,,,,,,,,,"
"2020,56934,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,ELEVACON SAS,Emitida,101539,Ver Conjunto detalle,""41,612.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,9002928557,4663,257,900292855,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56934,,,,,,,,,,"
"2020,56935,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,BON SANTE SAS,Emitida,101551,Ver Conjunto detalle,""42,537.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,901211678,4773,257,901211678,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56935,,,,,,,,,,"
"2020,56936,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,BON SANTE SAS,Emitida,101473,Ver Conjunto detalle,""698,387.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,901211678,4773,257,901211678,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56936,,,,,,,,,,"
"2020,56937,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,10/21/2020 12:00:00 AM,INDUSTRIAS QUIMICAS Y MANTENIMIENTO QUIMANT SAS,Cancelada,101506,Ver Conjunto detalle,""3,118.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,830108770,2029,257,830108770,21/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56937,,,,,,,,,,"
"2020,56956,Ejecutiva,Defensa Nacional,CENAC TOLEMAIDA,Yesica Maria Torres Cabrera,10/22/2020 12:00:00 AM,Comercializadora de Tecnologia Maxmobile SAS,Emitida,101630,Ver Conjunto detalle,""100,000.00"",Emergencia COVID19,NILO,Obligada,No Definido,900545692,4651,437,900545692,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56956,,,,,,,,,,"
"2020,56957,Ejecutiva,Defensa Nacional,CENAC TOLEMAIDA,Yesica Maria Torres Cabrera,10/22/2020 12:00:00 AM,MEDIHEALTH DE COLOMBIA SAS,Emitida,101632,Ver Conjunto detalle,""139,400.00"",Emergencia COVID19,NILO,Obligada,No Definido,900298567,4659,437,900298567,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56957,,,,,,,,,,"
"2020,56985,Ejecutiva,Información Estadí­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Marisol Muñoz Vargas,10/22/2020 12:00:00 AM,INDUSTRIAS QUIMICAS Y MANTENIMIENTO QUIMANT SAS,Emitida,101442,Ver Conjunto detalle,""771,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,830108770,2029,98,830108770,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56985,,,,,,,,,,"
"2020,56986,Ejecutiva,Información Estadí­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Marisol Muñoz Vargas,10/22/2020 12:00:00 AM,Marcela Alexandra Mesa,Emitida,101444,Ver Conjunto detalle,""870,660.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,52223268,7020,98,52223268,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56986,,,,,,,,,,"
"2020,56987,Ejecutiva,Información Estadí­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Marisol Muñoz Vargas,10/22/2020 12:00:00 AM,Sumimas SAS,Emitida,101446,Ver Conjunto detalle,""652,394.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,8300013381,4649,98,830001338,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56987,,,,,,,,,,"
"2020,56988,Ejecutiva,Información Estadí­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Marisol Muñoz Vargas,10/22/2020 12:00:00 AM,JHON JAIRO CARRILLO,Emitida,101432,Ver Conjunto detalle,""1,203,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,79636755,4645,98,79636755,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56988,,,,,,,,,,"
"2020,56989,Ejecutiva,Información Estadí­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Marisol Muñoz Vargas,10/22/2020 12:00:00 AM,PLASTICOS FENIX SAS,Emitida,101438,Ver Conjunto detalle,""373,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,8903076821,3240,98,890307682,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56989,,,,,,,,,,"
"2020,56995,Ejecutiva,Función Pública,MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA,Henry Abozaglo Gonzalez,10/22/2020 12:00:00 AM,JHON JAIRO CARRILLO,Emitida,101572,Ver Conjunto detalle,""9,650,658.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,79636755,4645,657,79636755,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56995,,,,,,,,,,"
"2020,56996,Ejecutiva,Función Pública,MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA,Henry Abozaglo Gonzalez,10/22/2020 12:00:00 AM,CORPORACION PARA EL DESARROLLO SOCIAL Y LA CALIDAD DE VIDA,Emitida,101577,Ver Conjunto detalle,""6,976,943.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,900023618,R9319,657,900023618,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56996,,,,,,,,,,"
"2020,56997,Ejecutiva,Función Pública,MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA,Henry Abozaglo Gonzalez,10/22/2020 12:00:00 AM,Marcela Alexandra Mesa,Emitida,101584,Ver Conjunto detalle,""11,676,861.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,52223268,7020,657,52223268,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56997,,,,,,,,,,"
"2020,56998,Ejecutiva,Función Pública,MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA,Henry Abozaglo Gonzalez,10/22/2020 12:00:00 AM,Sumimas SAS,Emitida,101592,Ver Conjunto detalle,""1,279,476.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,8300013381,4649,657,830001338,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/56998,,,,,,,,,,"
"2020,57008,Ejecutiva,Hacienda y Crédito Público,PATRIMONIO AUTONOMO FNGRD FIDUPREVISORA,Pedro Felipe Lopez Ortiz,10/22/2020 12:00:00 AM,SumimasSAS,Emitida,100313,Ver Conjunto detalle,""137,474,617.00"",Emergencia COVID19,Bogotá D.C,No obligada,No Definido,830001338,4649,603,830001338,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57008,,,,,,,,,,"
"2020,57027,Ejecutiva,Educación Nacional,SERVICIO NACIONAL DE APRENDIZAJE  CENTRO AGROINDUSTRIAL,Nestor Jimenez Serna,10/22/2020 12:00:00 AM,Almacenes Éxito SA,Emitida,101731,Ver Conjunto detalle,""5,880,000.00"",Emergencia COVID19,ARMENIA QUINDIO,Obligada,No Definido,890900608,4711,778,890900608,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57027,,,,,,,,,,"
"2020,57028,Ejecutiva,Educación Nacional,SERVICIO NACIONAL DE APRENDIZAJE  CENTRO AGROINDUSTRIAL,Nestor Jimenez Serna,10/22/2020 12:00:00 AM,Almacenes Éxito SA,Emitida,101734,Ver Conjunto detalle,""3,000,000.00"",Emergencia COVID19,ARMENIA QUINDIO,Obligada,No Definido,890900608,4711,778,890900608,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57028,,,,,,,,,,"
"2020,57029,Ejecutiva,Educación Nacional,SERVICIO NACIONAL DE APRENDIZAJE  CENTRO AGROINDUSTRIAL,Nestor Jimenez Serna,10/22/2020 12:00:00 AM,Almacenes Éxito SA,Emitida,101735,Ver Conjunto detalle,""6,000,000.00"",Emergencia COVID19,ARMENIA QUINDIO,Obligada,No Definido,890900608,4711,778,890900608,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57029,,,,,,,,,,"
"2020,57030,Ejecutiva,Educación Nacional,SERVICIO NACIONAL DE APRENDIZAJE  CENTRO AGROINDUSTRIAL,Nestor Jimenez Serna,10/22/2020 12:00:00 AM,Almacenes Éxito SA,Emitida,101736,Ver Conjunto detalle,""15,288,000.00"",Emergencia COVID19,ARMENIA QUINDIO,Obligada,No Definido,890900608,4711,778,890900608,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57030,,,,,,,,,,"
"2020,57031,Ejecutiva,Educación Nacional,SERVICIO NACIONAL DE APRENDIZAJE  CENTRO AGROINDUSTRIAL,Nestor Jimenez Serna,10/22/2020 12:00:00 AM,Almacenes Éxito SA,Emitida,101737,Ver Conjunto detalle,""7,500,000.00"",Emergencia COVID19,ARMENIA QUINDIO,Obligada,No Definido,890900608,4711,778,890900608,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57031,,,,,,,,,,"
"2020,57032,Ejecutiva,,MUNICIPIO DE MEDELLIN,Harrys Ramirez Maestre,10/22/2020 12:00:00 AM,Comercializadora de Tecnologia Maxmobile SAS,Emitida,101142,Ver Conjunto detalle,""14,222,224.00"",Emergencia COVID19,Medellín,No obligada,No Definido,900545692,4651,189,900545692,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57032,,,,,,,,,,"
"2020,57033,Ejecutiva,Salud y Protección Social,GOBERNACION DE CUNDINAMARCA  SECRETARIA DE SALUD,Gilberto ALVAREZ URIBE,10/22/2020 12:00:00 AM,GRUPO KAVA SAS,Emitida,101741,Ver Conjunto detalle,""41,146,934.00"",Emergencia COVID19,Bogotá D.C.,No obligada,No Definido,9010220723,4642,1212,901022072,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57033,,,,,,,,,,"
"2020,57012,Ejecutiva,Defensa Nacional,DIRECCION DE SANIDAD POLICIA NACIONAL,Juliette Giomar Kure Parra,10/22/2020 12:00:00 AM,INDUSTRIAS METALICAS LOS PINOS SA,Cerrada,101694,Ver Conjunto detalle,""637,675,000.00"",Emergencia COVID19,BOGOTA,Obligada,No Definido,800244270,3250,470,800244270,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57012,,,,,,,,,,"
"2020,57034,Ejecutiva,Transporte,SANTANDERDIRECCIÓN DE TRÁNSITO Y TRANSPORTE DE FLORIDABLANCA,Eva del Pilar Plata Sarmiento,10/22/2020 12:00:00 AM,INDUSTRIAS QUIMICAS Y MANTENIMIENTO QUIMANT SAS,Emitida,101755,Ver Conjunto detalle,""1,240,174.00"",Emergencia COVID19,FLORIDABLANCA,No obligada,No Definido,830108770,2029,1441,830108770,22/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57034,,,,,,,,,,"
"2020,57039,Ejecutiva,Interior,UNIDAD NACIONAL DE PROTECCION,Ana Lucia Osorio Sepulveda,10/23/2020 12:00:00 AM,GRUPO GESTION EMPRESARIAL COLOMBIA SAS,Emitida,101662,Ver Conjunto detalle,""1,862,945.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,901346888,8121,117,901346888,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57039,,,,,,,,,,"
"2020,57048,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,NACH SOLUCIONES AMBIENTALES E INDUSTRIALES SAS,Emitida,101860,Ver Conjunto detalle,""499,800.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,901169407,2512,354,901169407,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57048,,,,,,,,,,"
"2020,57049,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,PAPER BOX SP SAS,Emitida,101867,Ver Conjunto detalle,""1,236,000.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,900791672,4669,354,900791672,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57049,,,,,,,,,,"
"2020,57050,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,Sumimas SAS,Emitida,101872,Ver Conjunto detalle,""524,286.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,8300013381,4649,354,830001338,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57050,,,,,,,,,,"
"2020,57051,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,CI CREAR MODA SAS,Emitida,101804,Ver Conjunto detalle,""90,000.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,9003613989,4642,354,900361398,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57051,,,,,,,,,,"
"2020,57052,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,FUNDACION TEJIDO SOCIAL ORG,Emitida,101838,Ver Conjunto detalle,""1,800,000.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,900442577,9499-5621-9319-8890,354,900442577,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57052,,,,,,,,,,"
"2020,57053,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,GLOBALK COLOMBIA SAS,Emitida,101842,Ver Conjunto detalle,""755,790.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,8300518551,4690,354,830051855,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57053,,,,,,,,,,"
"2020,57054,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,PLASTICOS FENIX SAS,Emitida,101846,Ver Conjunto detalle,""218,500.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,8903076821,3240,354,890307682,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57054,,,,,,,,,,"
"2020,57055,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,TIKKE SAS,Emitida,101848,Ver Conjunto detalle,""1,455,200.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,9003309573,1410,354,900330957,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57055,,,,,,,,,,"
"2020,57056,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,101851,Ver Conjunto detalle,""1,232,840.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,900300970,5511,354,900300970,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57056,,,,,,,,,,"
"2020,57057,Ejecutiva,Defensa Nacional,MEVIL,Luis Alfonso Quintero Parada,10/23/2020 12:00:00 AM,INDUSTRIAS QUIMICAS Y MANTENIMIENTO QUIMANT SAS,Cancelada,101853,Ver Conjunto detalle,""2,900.00"",Emergencia COVID19,VILLAVICENCIO,Obligada,No Definido,830108770,2029,354,830108770,23/10/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/57057,,,,,,,,,,"
